"feature"	"imp_rank_raw"	"imp_rank"	"imp_sign"	"dat"	"seed"	"imp_rank_frac_raw"	"imp_rank_frac"
"4939"	"VDRFyes"	43	8	"Positive"	"infection_patient-kleborate_lr"	"67"	0.565789473684211	0.105263157894737
"4940"	"linezolid30yes"	31	17	"Negative"	"infection_patient-kleborate_lr"	"67"	0.407894736842105	0.223684210526316
"4941"	"Bias"	46	14	"Positive"	"infection_patient-kleborate_lr"	"67"	0.605263157894737	0.184210526315789
"4942"	"Yersiniabactin.ybt_0"	55	36	"Positive"	"infection_patient-kleborate_lr"	"68"	0.723684210526316	0.473684210526316
"4943"	"Tmt.DfrA17"	14.5	42.5	"Negative"	"infection_patient-kleborate_lr"	"68"	0.190789473684211	0.559210526315789
"4944"	"trachyes"	1	76	"Negative"	"infection_patient-kleborate_lr"	"68"	0.0131578947368421	1
"4945"	"amikacin30yes"	56	40	"Positive"	"infection_patient-kleborate_lr"	"68"	0.736842105263158	0.526315789473684
"4946"	"Bla.OXA.9"	31	16	"Negative"	"infection_patient-kleborate_lr"	"68"	0.407894736842105	0.210526315789474
"4947"	"AGly.StrB"	5.5	60.5	"Negative"	"infection_patient-kleborate_lr"	"68"	0.0723684210526316	0.796052631578947
"4948"	"lung_dzyes"	11	51	"Negative"	"infection_patient-kleborate_lr"	"68"	0.144736842105263	0.671052631578947
"4949"	"age"	4	62	"Negative"	"infection_patient-kleborate_lr"	"68"	0.0526315789473684	0.815789473684211
"4950"	"AG30yes"	71	68	"Positive"	"infection_patient-kleborate_lr"	"68"	0.934210526315789	0.894736842105263
"4951"	"Bla_CarbKPC.3"	10	55	"Negative"	"infection_patient-kleborate_lr"	"68"	0.131578947368421	0.723684210526316
"4952"	"poly_colistin30yes"	73	71	"Positive"	"infection_patient-kleborate_lr"	"68"	0.960526315789474	0.934210526315789
"4953"	"num_resistance_classes"	27	24	"Negative"	"infection_patient-kleborate_lr"	"68"	0.355263157894737	0.315789473684211
"4954"	"Phe.CatA1"	8	57	"Negative"	"infection_patient-kleborate_lr"	"68"	0.105263157894737	0.75
"4955"	"zosyn30yes"	42	9	"Positive"	"infection_patient-kleborate_lr"	"68"	0.552631578947368	0.118421052631579
"4956"	"Yersiniabactin.ybt_17"	50	23	"Positive"	"infection_patient-kleborate_lr"	"68"	0.657894736842105	0.302631578947368
"4957"	"LOSbeforeCx"	59	46	"Positive"	"infection_patient-kleborate_lr"	"68"	0.776315789473684	0.605263157894737
"4958"	"ctx30yes"	74	73	"Positive"	"infection_patient-kleborate_lr"	"68"	0.973684210526316	0.960526315789474
"4959"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	76	75	"Positive"	"infection_patient-kleborate_lr"	"68"	1	0.986842105263158
"4960"	"meropenem30yes"	47	17	"Positive"	"infection_patient-kleborate_lr"	"68"	0.618421052631579	0.223684210526316
"4961"	"flagyl30yes"	12	48	"Negative"	"infection_patient-kleborate_lr"	"68"	0.157894736842105	0.631578947368421
"4962"	"wziwzi154"	39	2	"Positive"	"infection_patient-kleborate_lr"	"68"	0.513157894736842	0.0263157894736842
"4963"	"central_lineyes"	68	65	"Positive"	"infection_patient-kleborate_lr"	"68"	0.894736842105263	0.855263157894737
"4964"	"MLS.MphA"	13	47	"Negative"	"infection_patient-kleborate_lr"	"68"	0.171052631578947	0.618421052631579
"4965"	"AGly.AadA2"	20	35	"Negative"	"infection_patient-kleborate_lr"	"68"	0.263157894736842	0.460526315789474
"4966"	"gastroyes"	65	58	"Positive"	"infection_patient-kleborate_lr"	"68"	0.855263157894737	0.763157894736842
"4967"	"AGly.AadA5"	14.5	42.5	"Negative"	"infection_patient-kleborate_lr"	"68"	0.190789473684211	0.559210526315789
"4968"	"tobra30yes"	35	6	"Negative"	"infection_patient-kleborate_lr"	"68"	0.460526315789474	0.0789473684210526
"4969"	"Bla_CarbKPC.2"	44	11	"Positive"	"infection_patient-kleborate_lr"	"68"	0.578947368421053	0.144736842105263
"4970"	"AGly.Aph3.Ia"	45	12	"Positive"	"infection_patient-kleborate_lr"	"68"	0.592105263157895	0.157894736842105
"4971"	"AKIyes"	72	70	"Positive"	"infection_patient-kleborate_lr"	"68"	0.947368421052632	0.921052631578947
"4972"	"anti_pseudo30yes"	51	25	"Positive"	"infection_patient-kleborate_lr"	"68"	0.671052631578947	0.328947368421053
"4973"	"carbapenem30yes"	24	30	"Negative"	"infection_patient-kleborate_lr"	"68"	0.315789473684211	0.394736842105263
"4974"	"Colibactinclb.3"	58	45	"Positive"	"infection_patient-kleborate_lr"	"68"	0.763157894736842	0.592105263157895
"4975"	"resistance_score"	43	10	"Positive"	"infection_patient-kleborate_lr"	"68"	0.565789473684211	0.131578947368421
"4976"	"brain_injuryyes"	54	31	"Positive"	"infection_patient-kleborate_lr"	"68"	0.710526315789474	0.407894736842105
"4977"	"Sul.SulI"	48	21	"Positive"	"infection_patient-kleborate_lr"	"68"	0.631578947368421	0.276315789473684
"4978"	"ColMgrB.trunc"	41	7	"Positive"	"infection_patient-kleborate_lr"	"68"	0.539473684210526	0.0921052631578947
"4979"	"Tmt.DfrA12"	25	28	"Negative"	"infection_patient-kleborate_lr"	"68"	0.328947368421053	0.368421052631579
"4980"	"Flq.GyrA.87N"	34	8	"Negative"	"infection_patient-kleborate_lr"	"68"	0.447368421052632	0.105263157894737
"4981"	"foleyyes"	63	53	"Positive"	"infection_patient-kleborate_lr"	"68"	0.828947368421053	0.697368421052632
"4982"	"sexmale"	30	18	"Negative"	"infection_patient-kleborate_lr"	"68"	0.394736842105263	0.236842105263158
"4983"	"FQ30yes"	22	33	"Negative"	"infection_patient-kleborate_lr"	"68"	0.289473684210526	0.434210526315789
"4984"	"virulence_score"	49	22	"Positive"	"infection_patient-kleborate_lr"	"68"	0.644736842105263	0.289473684210526
"4985"	"colistin30yes"	38	1	"Positive"	"infection_patient-kleborate_lr"	"68"	0.5	0.0131578947368421
"4986"	"levo30yes"	19	37	"Negative"	"infection_patient-kleborate_lr"	"68"	0.25	0.486842105263158
"4987"	"K_locusKL107"	53	29	"Positive"	"infection_patient-kleborate_lr"	"68"	0.697368421052632	0.381578947368421
"4988"	"Bla_broad_inhR.TEM.54"	57	44	"Positive"	"infection_patient-kleborate_lr"	"68"	0.75	0.578947368421053
"4989"	"TetTetA"	17	39	"Negative"	"infection_patient-kleborate_lr"	"68"	0.223684210526316	0.513157894736842
"4990"	"resp_failureyes"	29	19	"Negative"	"infection_patient-kleborate_lr"	"68"	0.381578947368421	0.25
"4991"	"tigecycline30yes"	75	74	"Positive"	"infection_patient-kleborate_lr"	"68"	0.986842105263158	0.973684210526316
"4992"	"third_gen_ceph30yes"	60	49	"Positive"	"infection_patient-kleborate_lr"	"68"	0.789473684210526	0.644736842105263
"4993"	"obeseyes"	3	69	"Negative"	"infection_patient-kleborate_lr"	"68"	0.0394736842105263	0.907894736842105
"4994"	"Yersiniabactin._ICEKp10"	61	50	"Positive"	"infection_patient-kleborate_lr"	"68"	0.802631578947368	0.657894736842105
"4995"	"AGly.StrA"	5.5	60.5	"Negative"	"infection_patient-kleborate_lr"	"68"	0.0723684210526316	0.796052631578947
"4996"	"cefepime30yes"	16	41	"Negative"	"infection_patient-kleborate_lr"	"68"	0.210526315789474	0.539473684210526
"4997"	"malignancyyes"	2	72	"Negative"	"infection_patient-kleborate_lr"	"68"	0.0263157894736842	0.947368421052632
"4998"	"Bla_broadSHV.11"	7	59	"Negative"	"infection_patient-kleborate_lr"	"68"	0.0921052631578947	0.776315789473684
"4999"	"Flq.GyrA.87Y"	46	13	"Positive"	"infection_patient-kleborate_lr"	"68"	0.605263157894737	0.171052631578947
"5000"	"Bla.SHV.187"	23	32	"Negative"	"infection_patient-kleborate_lr"	"68"	0.302631578947368	0.421052631578947
"5001"	"underweightyes"	52	26	"Positive"	"infection_patient-kleborate_lr"	"68"	0.684210526315789	0.342105263157895
"5002"	"CKDyes"	67	64	"Positive"	"infection_patient-kleborate_lr"	"68"	0.881578947368421	0.842105263157895
"5003"	"linezolid30yes"	66	63	"Positive"	"infection_patient-kleborate_lr"	"68"	0.868421052631579	0.828947368421053
"5004"	"vanco30yes"	69	66	"Positive"	"infection_patient-kleborate_lr"	"68"	0.907894736842105	0.868421052631579
"5005"	"num_resistance_genes"	26	27	"Negative"	"infection_patient-kleborate_lr"	"68"	0.342105263157895	0.355263157894737
"5006"	"Sul.SulIII"	9	56	"Negative"	"infection_patient-kleborate_lr"	"68"	0.118421052631579	0.736842105263158
"5007"	"Sul.SulII"	21	34	"Negative"	"infection_patient-kleborate_lr"	"68"	0.276315789473684	0.447368421052632
"5008"	"AGly.Aph4.Ia"	32.5	14.5	"Negative"	"infection_patient-kleborate_lr"	"68"	0.427631578947368	0.190789473684211
"5009"	"CHFyes"	62	52	"Positive"	"infection_patient-kleborate_lr"	"68"	0.815789473684211	0.684210526315789
"5010"	"decubyes"	70	67	"Positive"	"infection_patient-kleborate_lr"	"68"	0.921052631578947	0.881578947368421
"5011"	"AGly.Aac3.Iva"	32.5	14.5	"Negative"	"infection_patient-kleborate_lr"	"68"	0.427631578947368	0.190789473684211
"5012"	"pseudoPCN30yes"	18	38	"Negative"	"infection_patient-kleborate_lr"	"68"	0.236842105263158	0.5
"5013"	"AGly.AadA1.pm"	37	3	"Negative"	"infection_patient-kleborate_lr"	"68"	0.486842105263158	0.0394736842105263
"5014"	"Tmt.DfrA14"	36	5	"Negative"	"infection_patient-kleborate_lr"	"68"	0.473684210526316	0.0657894736842105
"5015"	"wziwzi29"	40	4	"Positive"	"infection_patient-kleborate_lr"	"68"	0.526315789473684	0.0526315789473684
"5016"	"VDRFyes"	64	54	"Positive"	"infection_patient-kleborate_lr"	"68"	0.842105263157895	0.710526315789474
"5017"	"Bias"	28	20	"Negative"	"infection_patient-kleborate_lr"	"68"	0.368421052631579	0.263157894736842
"5018"	"age"	3	70	"Negative"	"infection_patient-kleborate_lr"	"69"	0.0394736842105263	0.921052631578947
"5019"	"resistance_score"	41	1	"Positive"	"infection_patient-kleborate_lr"	"69"	0.539473684210526	0.0131578947368421
"5020"	"Bla_broadSHV.11"	8	61	"Negative"	"infection_patient-kleborate_lr"	"69"	0.105263157894737	0.802631578947368
"5021"	"foleyyes"	46	18	"Positive"	"infection_patient-kleborate_lr"	"69"	0.605263157894737	0.236842105263158
"5022"	"Bla_broad_inhR.TEM.54"	74	73	"Positive"	"infection_patient-kleborate_lr"	"69"	0.973684210526316	0.960526315789474
"5023"	"tigecycline30yes"	75	74	"Positive"	"infection_patient-kleborate_lr"	"69"	0.986842105263158	0.973684210526316
"5024"	"carbapenem30yes"	53	35	"Positive"	"infection_patient-kleborate_lr"	"69"	0.697368421052632	0.460526315789474
"5025"	"malignancyyes"	4	69	"Negative"	"infection_patient-kleborate_lr"	"69"	0.0526315789473684	0.907894736842105
"5026"	"Bla.OXA.9"	25	25	"Negative"	"infection_patient-kleborate_lr"	"69"	0.328947368421053	0.328947368421053
"5027"	"MLS.MphA"	57	41	"Positive"	"infection_patient-kleborate_lr"	"69"	0.75	0.539473684210526
"5028"	"AGly.StrA"	6.5	62.5	"Negative"	"infection_patient-kleborate_lr"	"69"	0.0855263157894737	0.822368421052632
"5029"	"gastroyes"	69	64	"Positive"	"infection_patient-kleborate_lr"	"69"	0.907894736842105	0.842105263157895
"5030"	"obeseyes"	12	55	"Negative"	"infection_patient-kleborate_lr"	"69"	0.157894736842105	0.723684210526316
"5031"	"FQ30yes"	36	7	"Negative"	"infection_patient-kleborate_lr"	"69"	0.473684210526316	0.0921052631578947
"5032"	"Sul.SulIII"	10	58	"Negative"	"infection_patient-kleborate_lr"	"69"	0.131578947368421	0.763157894736842
"5033"	"ctx30yes"	64	50	"Positive"	"infection_patient-kleborate_lr"	"69"	0.842105263157895	0.657894736842105
"5034"	"Tmt.DfrA12"	45	15	"Positive"	"infection_patient-kleborate_lr"	"69"	0.592105263157895	0.197368421052632
"5035"	"AGly.AadA2"	35	8	"Negative"	"infection_patient-kleborate_lr"	"69"	0.460526315789474	0.105263157894737
"5036"	"AGly.Aph4.Ia"	33.5	10.5	"Negative"	"infection_patient-kleborate_lr"	"69"	0.440789473684211	0.138157894736842
"5037"	"ColMgrB.trunc"	19	34	"Negative"	"infection_patient-kleborate_lr"	"69"	0.25	0.447368421052632
"5038"	"AGly.Aph3.Ia"	17	39	"Negative"	"infection_patient-kleborate_lr"	"69"	0.223684210526316	0.513157894736842
"5039"	"poly_colistin30yes"	62	48	"Positive"	"infection_patient-kleborate_lr"	"69"	0.815789473684211	0.631578947368421
"5040"	"trachyes"	1	76	"Negative"	"infection_patient-kleborate_lr"	"69"	0.0131578947368421	1
"5041"	"Phe.CatA1"	9	59	"Negative"	"infection_patient-kleborate_lr"	"69"	0.118421052631579	0.776315789473684
"5042"	"levo30yes"	23	29	"Negative"	"infection_patient-kleborate_lr"	"69"	0.302631578947368	0.381578947368421
"5043"	"Yersiniabactin._ICEKp10"	66	53	"Positive"	"infection_patient-kleborate_lr"	"69"	0.868421052631579	0.697368421052632
"5044"	"sexmale"	44	12	"Positive"	"infection_patient-kleborate_lr"	"69"	0.578947368421053	0.157894736842105
"5045"	"anti_pseudo30yes"	5	68	"Negative"	"infection_patient-kleborate_lr"	"69"	0.0657894736842105	0.894736842105263
"5046"	"central_lineyes"	71	66	"Positive"	"infection_patient-kleborate_lr"	"69"	0.934210526315789	0.868421052631579
"5047"	"Tmt.DfrA17"	31.5	13.5	"Negative"	"infection_patient-kleborate_lr"	"69"	0.414473684210526	0.177631578947368
"5048"	"third_gen_ceph30yes"	40	2	"Negative"	"infection_patient-kleborate_lr"	"69"	0.526315789473684	0.0263157894736842
"5049"	"Sul.SulII"	28	22	"Negative"	"infection_patient-kleborate_lr"	"69"	0.368421052631579	0.289473684210526
"5050"	"CHFyes"	37	6	"Negative"	"infection_patient-kleborate_lr"	"69"	0.486842105263158	0.0789473684210526
"5051"	"CKDyes"	49	21	"Positive"	"infection_patient-kleborate_lr"	"69"	0.644736842105263	0.276315789473684
"5052"	"vanco30yes"	54	36	"Positive"	"infection_patient-kleborate_lr"	"69"	0.710526315789474	0.473684210526316
"5053"	"linezolid30yes"	42	5	"Positive"	"infection_patient-kleborate_lr"	"69"	0.552631578947368	0.0657894736842105
"5054"	"AGly.Aac3.Iva"	33.5	10.5	"Negative"	"infection_patient-kleborate_lr"	"69"	0.440789473684211	0.138157894736842
"5055"	"zosyn30yes"	52	31	"Positive"	"infection_patient-kleborate_lr"	"69"	0.684210526315789	0.407894736842105
"5056"	"AGly.AadA5"	31.5	13.5	"Negative"	"infection_patient-kleborate_lr"	"69"	0.414473684210526	0.177631578947368
"5057"	"amikacin30yes"	70	65	"Positive"	"infection_patient-kleborate_lr"	"69"	0.921052631578947	0.855263157894737
"5058"	"pseudoPCN30yes"	18	38	"Negative"	"infection_patient-kleborate_lr"	"69"	0.236842105263158	0.5
"5059"	"AKIyes"	68	60	"Positive"	"infection_patient-kleborate_lr"	"69"	0.894736842105263	0.789473684210526
"5060"	"virulence_score"	38	4	"Negative"	"infection_patient-kleborate_lr"	"69"	0.5	0.0526315789473684
"5061"	"Flq.GyrA.87N"	60	46	"Positive"	"infection_patient-kleborate_lr"	"69"	0.789473684210526	0.605263157894737
"5062"	"Bla_CarbKPC.3"	11	56	"Negative"	"infection_patient-kleborate_lr"	"69"	0.144736842105263	0.736842105263158
"5063"	"colistin30yes"	13	54	"Negative"	"infection_patient-kleborate_lr"	"69"	0.171052631578947	0.710526315789474
"5064"	"cefepime30yes"	26	24	"Negative"	"infection_patient-kleborate_lr"	"69"	0.342105263157895	0.315789473684211
"5065"	"VDRFyes"	72	67	"Positive"	"infection_patient-kleborate_lr"	"69"	0.947368421052632	0.881578947368421
"5066"	"brain_injuryyes"	63	49	"Positive"	"infection_patient-kleborate_lr"	"69"	0.828947368421053	0.644736842105263
"5067"	"Colibactinclb.3"	56	40	"Positive"	"infection_patient-kleborate_lr"	"69"	0.736842105263158	0.526315789473684
"5068"	"num_resistance_classes"	27	23	"Negative"	"infection_patient-kleborate_lr"	"69"	0.355263157894737	0.302631578947368
"5069"	"Bla_CarbKPC.2"	51	28	"Positive"	"infection_patient-kleborate_lr"	"69"	0.671052631578947	0.368421052631579
"5070"	"O_locus_missing_genes.O1.O2v2_07_kfoC"	76	75	"Positive"	"infection_patient-kleborate_lr"	"69"	1	0.986842105263158
"5071"	"Sul.SulI"	15	44	"Negative"	"infection_patient-kleborate_lr"	"69"	0.197368421052632	0.578947368421053
"5072"	"resp_failureyes"	50	26	"Positive"	"infection_patient-kleborate_lr"	"69"	0.657894736842105	0.342105263157895
"5073"	"lung_dzyes"	65	51	"Positive"	"infection_patient-kleborate_lr"	"69"	0.855263157894737	0.671052631578947
"5074"	"Flq.GyrA.87Y"	58	42	"Positive"	"infection_patient-kleborate_lr"	"69"	0.763157894736842	0.552631578947368
"5075"	"Tmt.DfrA14"	16	43	"Negative"	"infection_patient-kleborate_lr"	"69"	0.210526315789474	0.565789473684211
"5076"	"K_locusKL107"	61	47	"Positive"	"infection_patient-kleborate_lr"	"69"	0.802631578947368	0.618421052631579
"5077"	"Bla.SHV.187"	39	3	"Negative"	"infection_patient-kleborate_lr"	"69"	0.513157894736842	0.0394736842105263
"5078"	"decubyes"	59	45	"Positive"	"infection_patient-kleborate_lr"	"69"	0.776315789473684	0.592105263157895
"5079"	"AG30yes"	67	57	"Positive"	"infection_patient-kleborate_lr"	"69"	0.881578947368421	0.75
"5080"	"Yersiniabactin.ybt_17"	48	20	"Positive"	"infection_patient-kleborate_lr"	"69"	0.631578947368421	0.263157894736842
"5081"	"Yersiniabactin.ybt_0"	55	37	"Positive"	"infection_patient-kleborate_lr"	"69"	0.723684210526316	0.486842105263158
"5082"	"LOSbeforeCx"	73	72	"Positive"	"infection_patient-kleborate_lr"	"69"	0.960526315789474	0.947368421052632
"5083"	"flagyl30yes"	24	27	"Negative"	"infection_patient-kleborate_lr"	"69"	0.315789473684211	0.355263157894737
"5084"	"AGly.AadA1.pm"	21	32	"Negative"	"infection_patient-kleborate_lr"	"69"	0.276315789473684	0.421052631578947
"5085"	"underweightyes"	14	52	"Negative"	"infection_patient-kleborate_lr"	"69"	0.184210526315789	0.684210526315789
"5086"	"AGly.StrB"	6.5	62.5	"Negative"	"infection_patient-kleborate_lr"	"69"	0.0855263157894737	0.822368421052632
"5087"	"TetTetA"	2	71	"Negative"	"infection_patient-kleborate_lr"	"69"	0.0263157894736842	0.934210526315789
"5088"	"wziwzi29"	30	16	"Negative"	"infection_patient-kleborate_lr"	"69"	0.394736842105263	0.210526315789474
"5089"	"wziwzi154"	43	9	"Positive"	"infection_patient-kleborate_lr"	"69"	0.565789473684211	0.118421052631579
"5090"	"meropenem30yes"	22	30	"Negative"	"infection_patient-kleborate_lr"	"69"	0.289473684210526	0.394736842105263
"5091"	"tobra30yes"	29	17	"Negative"	"infection_patient-kleborate_lr"	"69"	0.381578947368421	0.223684210526316
"5092"	"num_resistance_genes"	20	33	"Negative"	"infection_patient-kleborate_lr"	"69"	0.263157894736842	0.434210526315789
"5093"	"Bias"	47	19	"Positive"	"infection_patient-kleborate_lr"	"69"	0.618421052631579	0.25
"5094"	"Yersiniabactin.ybt_17"	61	43	"Positive"	"infection_patient-kleborate_lr"	"7"	0.802631578947368	0.565789473684211
"5095"	"AG30yes"	48	13	"Positive"	"infection_patient-kleborate_lr"	"7"	0.631578947368421	0.171052631578947
"5096"	"TetTetA"	16	50	"Negative"	"infection_patient-kleborate_lr"	"7"	0.210526315789474	0.657894736842105
"5097"	"CKDyes"	37	8	"Negative"	"infection_patient-kleborate_lr"	"7"	0.486842105263158	0.105263157894737
"5098"	"resp_failureyes"	40	4	"Negative"	"infection_patient-kleborate_lr"	"7"	0.526315789473684	0.0526315789473684
"5099"	"Tmt.DfrA14"	20	39	"Negative"	"infection_patient-kleborate_lr"	"7"	0.263157894736842	0.513157894736842
"5100"	"num_resistance_classes"	35	14	"Negative"	"infection_patient-kleborate_lr"	"7"	0.460526315789474	0.184210526315789
"5101"	"colistin30yes"	18	45	"Negative"	"infection_patient-kleborate_lr"	"7"	0.236842105263158	0.592105263157895
"5102"	"wziwzi29"	45	10	"Positive"	"infection_patient-kleborate_lr"	"7"	0.592105263157895	0.131578947368421
"5103"	"Bla.OXA.9"	22	34	"Negative"	"infection_patient-kleborate_lr"	"7"	0.289473684210526	0.447368421052632
"5104"	"Flq.GyrA.87Y"	33	16	"Negative"	"infection_patient-kleborate_lr"	"7"	0.434210526315789	0.210526315789474
"5105"	"meropenem30yes"	60	42	"Positive"	"infection_patient-kleborate_lr"	"7"	0.789473684210526	0.552631578947368
"5106"	"gastroyes"	70	63	"Positive"	"infection_patient-kleborate_lr"	"7"	0.921052631578947	0.828947368421053
"5107"	"AGly.StrA"	6.5	64.5	"Negative"	"infection_patient-kleborate_lr"	"7"	0.0855263157894737	0.848684210526316
"5108"	"cefepime30yes"	26	26	"Negative"	"infection_patient-kleborate_lr"	"7"	0.342105263157895	0.342105263157895
"5109"	"Tmt.DfrA17"	23.5	31.5	"Negative"	"infection_patient-kleborate_lr"	"7"	0.309210526315789	0.414473684210526
"5110"	"AGly.StrB"	6.5	64.5	"Negative"	"infection_patient-kleborate_lr"	"7"	0.0855263157894737	0.848684210526316
"5111"	"Bla_broadSHV.11"	3	68	"Negative"	"infection_patient-kleborate_lr"	"7"	0.0394736842105263	0.894736842105263
"5112"	"Bla_CarbKPC.2"	21	37	"Negative"	"infection_patient-kleborate_lr"	"7"	0.276315789473684	0.486842105263158
"5113"	"foleyyes"	25	27	"Negative"	"infection_patient-kleborate_lr"	"7"	0.328947368421053	0.355263157894737
"5114"	"lung_dzyes"	55	33	"Positive"	"infection_patient-kleborate_lr"	"7"	0.723684210526316	0.434210526315789
"5115"	"Tmt.DfrA12"	46	11	"Positive"	"infection_patient-kleborate_lr"	"7"	0.605263157894737	0.144736842105263
"5116"	"ctx30yes"	67	57	"Positive"	"infection_patient-kleborate_lr"	"7"	0.881578947368421	0.75
"5117"	"central_lineyes"	72	71	"Positive"	"infection_patient-kleborate_lr"	"7"	0.947368421052632	0.934210526315789
